Document Date,Object type,Object,Cost Element,Document Number,Val/COArea Crcy,CO area currency,Value TranCurr,Transaction Currency,Purchasing Document,Purchase order text,Project Definition,WBS Element,Partner object,Partner object type,Posting Date,Created on,User Name,Reversal document,Ref.document type,Ref Document Number,Document type,Value Type,Name,Trading Partner,Functional Area,CO object name,Object type,Partner object type,Cost element name,Cost element descr.,Offsetting acct no.,Offsetting account type,Total Quantity,Total quantity,Personnel Number,Name of employee or applicant,Description,Business Transaction,Document Header Text,Ref. company code,Original bus. trans,Item,Business Area,Company Code,Partner Object Class,FI Posting Item,CO partner object name,Partner-CCtr,Source Object,Source object name,Origin-obj. type,Source object type,Name of offsetting account,Name of offsetting account,Material Description,Material
9/27/2017,NWA,N136176-02 2000 2011,92771013,918498619,134,USD,134,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,9/27/2017,9/27/2017,GS3_USER,,R,37659573,,4,,,7010,General: Management,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,2.00,2.00,389,Mink Scott,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
9/27/2017,NWA,N136176-02 2000 2022,92771013,918498623,536,USD,536,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,9/27/2017,9/27/2017,GS3_USER,,R,37659560,,4,,,7010,HW Design,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,15420,Falkenberry David,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
9/27/2017,NWA,N136176-02 2000 2022,92771013,918498624,536,USD,536,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,9/27/2017,9/27/2017,GS3_USER,,R,37659560,,4,,,7010,HW Design,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,15420,Falkenberry David,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
9/27/2017,NWA,N136176-11 3020,60100012,226671680,33.75,USD,33.75,USD,4501294013,"FUSE,DELAY,CLASS J,100AMP",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,10,5000,GR01,,9,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","FUSE,DELAY,CLASS J,100AMP",513408116
9/27/2017,NWA,N136176-11 3020,60100012,226671680,63.54,USD,63.54,USD,4501294013,"FUSE,DELAY,CLASS J,150AMP,",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,14,5000,GR01,,13,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","FUSE,DELAY,CLASS J,150AMP,",513408119
9/27/2017,NWA,N136176-11 3020,60100012,226671680,7.2,USD,7.2,USD,4501294013,"FUSE,DELAY,CLASS CC,600V,10AMP",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,8,5000,GR01,,8,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","FUSE,DELAY,CLASS CC,600V,10AM",513408210
9/27/2017,NWA,N136176-11 3020,60100012,226671680,14.4,USD,14.4,USD,4501294013,"FUSE,DELAY,CLASS CC,600V,10AMP",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,13,5000,GR01,,12,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","FUSE,DELAY,CLASS CC,600V,10AM",513408210
9/27/2017,NWA,N136176-11 3020,60100012,226671680,43.2,USD,43.2,USD,4501294013,"FUSE,DELAY,CLASS CC,600V,6AMP",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,18.00,18.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,1,5000,GR01,,2,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","FUSE,DELAY,CLASS CC,600V,6AMP",513408206
9/27/2017,NWA,N136176-11 3020,60100012,226671680,14.4,USD,14.4,USD,4501294013,"FUSE,DELAY,CLASS CC,600V,6AMP",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,6,5000,GR01,,6,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","FUSE,DELAY,CLASS CC,600V,6AMP",513408206
9/27/2017,NWA,N136176-11 3020,60100012,226671680,57.78,USD,57.78,USD,4501294013,"CKT BRKR 1 PH, 5A 277VAC, C TRIP, UL489",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,4,5000,GR01,,5,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CKT BRKR 1 PH, 5A 277VAC, C TRIP, UL489",511131105
9/27/2017,NWA,N136176-11 3020,60100012,226671680,134.82,USD,134.82,USD,4501294013,"CKT BRKR 1 PH, 5A 277VAC, C TRIP, UL489",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,7.00,7.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,17,5000,GR01,,15,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CKT BRKR 1 PH, 5A 277VAC, C TRIP, UL489",511131105
9/27/2017,NWA,N136176-11 3020,60100012,226671680,11.95,USD,11.95,USD,4501294013,"CIRCUIT, BRKR 1 PH 20A 277VAC C TRIP",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,7,5000,GR01,,7,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CIRCUIT, BRKR 1 PH 20A 277VAC C TRIP",511131120
9/27/2017,NWA,N136176-11 3020,60100012,226671680,11.95,USD,11.95,USD,4501294013,"CIRCUIT, BRKR 1 PH 20A 277VAC C TRIP",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,16,5000,GR01,,14,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CIRCUIT, BRKR 1 PH 20A 277VAC C TRIP",511131120
9/27/2017,NWA,N136176-11 3020,60100012,226671680,11.94,USD,11.94,USD,4501294013,"CKT BRKR 1 PH, 25A 277VAC, C TRIP, UL489",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,3,5000,GR01,,4,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CKT BRKR 1 PH, 25A 277VAC, C TRIP, UL489",511131125
9/27/2017,NWA,N136176-11 3020,60100012,226671680,11.94,USD,11.94,USD,4501294013,"CKT BRKR 1 PH, 25A 277VAC, C TRIP, UL489",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,12,5000,GR01,,11,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CKT BRKR 1 PH, 25A 277VAC, C TRIP, UL489",511131125
9/27/2017,NWA,N136176-11 3020,60100012,226671680,22.03,USD,22.03,USD,4501294013,"CKT BRKR 2 PH, 1A 480/277VAC, C TRIP, UL",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,11,5000,GR01,,10,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CKT BRKR 2 PH, 1A 480/277VAC, C TRIP, UL",511132125
9/27/2017,NWA,N136176-11 3020,60100012,226671680,22.03,USD,22.03,USD,4501294013,"CKT BRKR 2 PH, 1A 480/277VAC, C TRIP, UL",136176,136176-12-11-2630,,,9/28/2017,9/28/2017,BTC_USER,,R,5100208269,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000014973771,GR01,RMRP,2,5000,GR01,,3,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CKT BRKR 2 PH, 1A 480/277VAC, C TRIP, UL",511132125
9/27/2017,NWA,N136176-02 2000 2050,92771013,918498622,201,USD,201,USD,,,136176,136176-12-01-02,430300/PERS4,ATY,9/27/2017,9/27/2017,GS3_USER,,R,37659576,,4,,,7010,SW Design,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,3.00,3.00,11924,Sudheimer Jared,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Controls / Labor DI,430300,430300/PERS4,ENG - Controls / Labor DI,ATY,Activity type,,,,
9/26/2017,NWA,N136176-11 3020,60100012,226676652,"1,560.68",USD,"1,560.68",USD,4501294018,"OUTPUT MODULE 120V 16PT, A-B 1756-OA16IO",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,4.00,4.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,41,5000,GR01,,40,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"OUTPUT MODULE 120V 16PT, A-B 1756-OA16IO",526110779
9/26/2017,NWA,N136176-11 3020,60100012,226676652,"1,170.51",USD,"1,170.51",USD,4501294018,"OUTPUT MODULE 120V 16PT, A-B 1756-OA16IO",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,15,5000,GR01,,16,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"OUTPUT MODULE 120V 16PT, A-B 1756-OA16IO",526110779
9/26/2017,NWA,N136176-11 3020,60100012,226676652,285.21,USD,285.21,USD,4501294018,"XFMR,ENCL,240/480VPRI,120/240VSEC,3KVA,2",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,11,5000,GR01,,12,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"XFMR,ENCL,240/480VPRI,120/240VSEC,3KVA,2",510800109
9/26/2017,NWA,N136176-11 3020,60100012,226676652,285.21,USD,285.21,USD,4501294018,"XFMR,ENCL,240/480VPRI,120/240VSEC,3KVA,2",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,29,5000,GR01,,29,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"XFMR,ENCL,240/480VPRI,120/240VSEC,3KVA,2",510800109
9/26/2017,NWA,N136176-11 3020,60100012,226676652,876.68,USD,876.68,USD,4501294018,"POWER SUPPLY, 120VAC",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,42,5000,GR01,,41,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"POWER SUPPLY, 120VAC",526110702
9/26/2017,NWA,N136176-11 3020,60100012,226676652,438.34,USD,438.34,USD,4501294018,"POWER SUPPLY, 120VAC",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,19,5000,GR01,,20,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"POWER SUPPLY, 120VAC",526110702
9/26/2017,NWA,N136176-11 3020,60100012,226676652,417.94,USD,417.94,USD,4501294018,RACK 17 SLOT,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,43,5000,GR01,,42,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,RACK 17 SLOT,526110744
9/26/2017,NWA,N136176-11 3020,60100012,226676652,417.94,USD,417.94,USD,4501294018,RACK 17 SLOT,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,13,5000,GR01,,14,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,RACK 17 SLOT,526110744
9/26/2017,NWA,N136176-11 3020,60100012,226676652,245.82,USD,245.82,USD,4501294018,REMOVABLE TERMINAL BLOCK,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,40,5000,GR01,,39,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,REMOVABLE TERMINAL BLOCK,526110746
9/26/2017,NWA,N136176-11 3020,60100012,226676652,204.85,USD,204.85,USD,4501294018,REMOVABLE TERMINAL BLOCK,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,5.00,5.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,5,5000,GR01,,6,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,REMOVABLE TERMINAL BLOCK,526110746
9/26/2017,NWA,N136176-11 3020,60100012,226676652,100.5,USD,100.5,USD,4501294018,EXTENDED TERMINAL BLOCK HOUSING,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,32,5000,GR01,,32,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,EXTENDED TERMINAL BLOCK HOUSING,526110747
9/26/2017,NWA,N136176-11 3020,60100012,226676652,83.75,USD,83.75,USD,4501294018,EXTENDED TERMINAL BLOCK HOUSING,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,5.00,5.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,18,5000,GR01,,19,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,EXTENDED TERMINAL BLOCK HOUSING,526110747
9/26/2017,NWA,N136176-11 3020,60100012,226676652,13.54,USD,13.54,USD,4501294018,CARD SLOT FILLER,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,33,5000,GR01,,33,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,CARD SLOT FILLER,526110748
9/26/2017,NWA,N136176-11 3020,60100012,226676652,27.08,USD,27.08,USD,4501294018,CARD SLOT FILLER,136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,4,5000,GR01,,5,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,CARD SLOT FILLER,526110748
9/26/2017,NWA,N136176-11 3020,60100012,226676652,"1,546.37",USD,"1,546.37",USD,4501294018,"PLC IN MOD,16POINT,100/120VAC,ALLEN BRAD",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,7.00,7.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,31,5000,GR01,,31,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC IN MOD,16POINT,100/120VAC,ALLEN BRAD",526110718
9/26/2017,NWA,N136176-11 3020,60100012,226676652,883.64,USD,883.64,USD,4501294018,"PLC IN MOD,16POINT,100/120VAC,ALLEN BRAD",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,4.00,4.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,3,5000,GR01,,4,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC IN MOD,16POINT,100/120VAC,ALLEN BRAD",526110718
9/26/2017,NWA,N136176-11 3020,60100012,226676652,936.15,USD,936.15,USD,4501294018,"PLC OUT MOD,16POINT,120/240VAC,ALLEN BRA",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,44,5000,GR01,,43,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC OUT MOD,16POINT,120/240VAC,ALLEN BRA",526110720
9/26/2017,NWA,N136176-11 3020,60100012,226676652,624.1,USD,624.1,USD,4501294018,"PLC OUT MOD,16POINT,120/240VAC,ALLEN BRA",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,21,5000,GR01,,22,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC OUT MOD,16POINT,120/240VAC,ALLEN BRA",526110720
9/26/2017,NWA,N136176-11 3020,60100012,226676652,160.3,USD,160.3,USD,4501294018,"PLC IN MOD,16POINT,24VDC,ALLEN BRADLEY#A",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,2,5000,GR01,,3,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC IN MOD,16POINT,24VDC,ALLEN BRADLEY#A",526110501
9/26/2017,NWA,N136176-11 3020,60100012,226676652,961.8,USD,961.8,USD,4501294018,"PLC IN MOD,16POINT,24VDC,ALLEN BRADLEY#A",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,6,5000,GR01,,7,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC IN MOD,16POINT,24VDC,ALLEN BRADLEY#A",526110501
9/26/2017,NWA,N136176-11 3020,60100012,226676652,"1,367.22",USD,"1,367.22",USD,4501294018,"PLC OUT MOD,16POINT,24VDC,ALLEN BRADLEY#",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,50,5000,GR01,,49,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC OUT MOD,16POINT,24VDC,ALLEN BRADLEY#",526110502
9/26/2017,NWA,N136176-11 3020,60100012,226676652,227.87,USD,227.87,USD,4501294018,"PLC OUT MOD,16POINT,24VDC,ALLEN BRADLEY#",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,22,5000,GR01,,23,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"PLC OUT MOD,16POINT,24VDC,ALLEN BRADLEY#",526110502
9/26/2017,NWA,N136176-11 3020,60100012,226676652,606.72,USD,606.72,USD,4501294018,"TERM ACC,BASE UNIT,3-WIRE AB FLEX I/O AB",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,48,5000,GR01,,47,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"TERM ACC,BASE UNIT,3-WIRE AB FLEX I/O AB",526110503
9/26/2017,NWA,N136176-11 3020,60100012,226676652,202.24,USD,202.24,USD,4501294018,"TERM ACC,BASE UNIT,3-WIRE AB FLEX I/O AB",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,16,5000,GR01,,17,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"TERM ACC,BASE UNIT,3-WIRE AB FLEX I/O AB",526110503
9/26/2017,NWA,N136176-11 3020,60100012,226676652,"2,178.06",USD,"2,178.06",USD,4501294018,"FLEX I/O ETHERENT/IP ADAPTER,1794-AENT",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,35,5000,GR01,,35,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"FLEX I/O ETHERENT/IP ADAPTER,1794-AENT",526110506
9/26/2017,NWA,N136176-11 3020,60100012,226676652,363.01,USD,363.01,USD,4501294018,"FLEX I/O ETHERENT/IP ADAPTER,1794-AENT",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,1.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,24,5000,GR01,,25,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"FLEX I/O ETHERENT/IP ADAPTER,1794-AENT",526110506
9/26/2017,NWA,N136176-11 3020,60100012,226676652,103.38,USD,103.38,USD,4501294018,"SWITCH,DISC,32A,3P,AB#194E-E32-1753-6N",136176,136176-12-11-2630,,,9/29/2017,9/29/2017,BORGESVL,,R,5100209580,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,45452,K,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,49,5000,GR01,,48,,,,,,,MCNAUGHTON-MCKAY ELECTRIC,MCNAUGHTON-MCKAY ELECTRIC,"SWITCH,DISC,32A,3P,AB#194E-E32-1753-6N",515021400
